source,target,relationship
CUSTOMER::USER0866,PAYMENT::PAY_00470,payment
CUSTOMER::USER0866,IP::10.223.1.72,ip
CUSTOMER::USER1787,DEVICE::DEV_00471,device
CUSTOMER::USER1787,ADDRESS::ADDR_00471,address
CUSTOMER::USER1787,PAYMENT::PAY_00471,payment
CUSTOMER::USER1787,IP::10.16.143.64,ip
CUSTOMER::USER0407,DEVICE::DEV_00472,device
CUSTOMER::USER0407,ADDRESS::ADDR_00472,address
CUSTOMER::USER0407,PAYMENT::PAY_00472,payment
CUSTOMER::USER0407,IP::10.202.149.200,ip
CUSTOMER::USER0131,DEVICE::ABUSE_DEV_002,device
CUSTOMER::USER0131,ADDRESS::ABUSE_ADDR_002,address
CUSTOMER::USER0131,PAYMENT::PAY_00473,payment
CUSTOMER::USER0131,IP::10.162.112.219,ip
DEVICE::ABUSE_DEV_002,CUSTOMER::USER1992,device
DEVICE::ABUSE_DEV_002,CUSTOMER::USER0472,device
DEVICE::ABUSE_DEV_002,CUSTOMER::USER0291,device
DEVICE::ABUSE_DEV_002,CUSTOMER::USER1403,device
ADDRESS::ABUSE_ADDR_002,CUSTOMER::USER1992,address
ADDRESS::ABUSE_ADDR_002,CUSTOMER::USER0291,address
ADDRESS::ABUSE_ADDR_002,CUSTOMER::USER1403,address
CUSTOMER::USER0739,DEVICE::DEV_00474,device
CUSTOMER::USER0739,ADDRESS::ADDR_00474,address
CUSTOMER::USER0739,PAYMENT::PAY_00474,payment
CUSTOMER::USER0739,IP::10.121.242.253,ip
CUSTOMER::USER0091,DEVICE::DEV_00475,device
CUSTOMER::USER0091,ADDRESS::ADDR_00475,address
CUSTOMER::USER0091,PAYMENT::PAY_00475,payment
CUSTOMER::USER0091,IP::10.150.172.65,ip
CUSTOMER::USER0393,DEVICE::DEV_00476,device
CUSTOMER::USER0393,ADDRESS::ADDR_00476,address
CUSTOMER::USER0393,PAYMENT::PAY_00476,payment
CUSTOMER::USER0393,IP::10.207.171.230,ip
CUSTOMER::USER0935,DEVICE::DEV_00477,device
CUSTOMER::USER0935,ADDRESS::ADDR_00477,address
CUSTOMER::USER0935,PAYMENT::PAY_00477,payment
CUSTOMER::USER0935,IP::10.68.201.120,ip
CUSTOMER::USER0252,DEVICE::DEV_00478,device
CUSTOMER::USER0252,ADDRESS::ADDR_00478,address
CUSTOMER::USER0252,PAYMENT::PAY_00478,payment
CUSTOMER::USER0252,IP::10.48.44.143,ip
CUSTOMER::USER1557,DEVICE::DEV_00479,device
CUSTOMER::USER1557,ADDRESS::ADDR_00479,address
CUSTOMER::USER1557,PAYMENT::PAY_00479,payment
CUSTOMER::USER1557,IP::10.82.26.109,ip
CUSTOMER::USER1462,DEVICE::DEV_00480,device
CUSTOMER::USER1462,ADDRESS::ADDR_00480,address
CUSTOMER::USER1462,PAYMENT::PAY_00480,payment
CUSTOMER::USER1462,IP::10.166.82.243,ip
CUSTOMER::USER0133,DEVICE::DEV_00481,device
CUSTOMER::USER0133,ADDRESS::ADDR_00481,address
CUSTOMER::USER0133,PAYMENT::PAY_00481,payment
CUSTOMER::USER0133,IP::10.199.131.238,ip
CUSTOMER::USER0919,DEVICE::DEV_00482,device
CUSTOMER::USER0919,ADDRESS::ADDR_00482,address
CUSTOMER::USER0919,PAYMENT::PAY_00482,payment
CUSTOMER::USER0919,IP::10.110.36.10,ip
CUSTOMER::USER1750,DEVICE::DEV_00483,device
CUSTOMER::USER1750,ADDRESS::ADDR_00483,address
CUSTOMER::USER1750,PAYMENT::PAY_00483,payment
CUSTOMER::USER1750,IP::10.239.244.188,ip
CUSTOMER::USER0667,DEVICE::DEV_00484,device
CUSTOMER::USER0667,ADDRESS::ADDR_00484,address
CUSTOMER::USER0667,PAYMENT::PAY_00484,payment
CUSTOMER::USER0667,IP::10.27.75.11,ip
CUSTOMER::USER1085,DEVICE::DEV_00485,device
CUSTOMER::USER1085,ADDRESS::ADDR_00485,address
CUSTOMER::USER1085,PAYMENT::PAY_00485,payment
CUSTOMER::USER1085,IP::10.14.63.146,ip
CUSTOMER::USER1719,DEVICE::DEV_00486,device
CUSTOMER::USER1719,ADDRESS::ADDR_00486,address
CUSTOMER::USER1719,PAYMENT::PAY_00486,payment
CUSTOMER::USER1719,IP::10.17.251.116,ip
CUSTOMER::USER0704,DEVICE::DEV_00487,device
CUSTOMER::USER0704,ADDRESS::ADDR_00487,address
CUSTOMER::USER0704,PAYMENT::PAY_00487,payment
CUSTOMER::USER0704,IP::10.68.132.201,ip
CUSTOMER::USER1810,DEVICE::DEV_00488,device
CUSTOMER::USER1810,ADDRESS::ADDR_00488,address
CUSTOMER::USER1810,PAYMENT::PAY_00488,payment
CUSTOMER::USER1810,IP::10.80.13.13,ip
CUSTOMER::USER1612,DEVICE::DEV_00489,device
CUSTOMER::USER1612,ADDRESS::ADDR_00489,address
CUSTOMER::USER1612,PAYMENT::PAY_00489,payment
CUSTOMER::USER1612,IP::10.217.29.162,ip
CUSTOMER::USER1680,DEVICE::DEV_00490,device
CUSTOMER::USER1680,ADDRESS::ADDR_00490,address
CUSTOMER::USER1680,PAYMENT::PAY_00490,payment
CUSTOMER::USER1680,IP::10.98.198.16,ip
CUSTOMER::USER1505,DEVICE::DEV_00491,device
CUSTOMER::USER1505,ADDRESS::ADDR_00491,address
CUSTOMER::USER1505,PAYMENT::PAY_00491,payment
CUSTOMER::USER1505,IP::10.229.178.115,ip
CUSTOMER::USER1851,DEVICE::DEV_00492,device
CUSTOMER::USER1851,ADDRESS::ADDR_00492,address
CUSTOMER::USER1851,PAYMENT::PAY_00492,payment
CUSTOMER::USER1851,IP::10.53.249.77,ip
CUSTOMER::USER0123,DEVICE::DEV_00493,device
CUSTOMER::USER0123,ADDRESS::ADDR_00493,address
CUSTOMER::USER0123,PAYMENT::PAY_00493,payment
CUSTOMER::USER0123,IP::10.125.101.59,ip
CUSTOMER::USER0882,DEVICE::DEV_00494,device
CUSTOMER::USER0882,ADDRESS::ADDR_00494,address
CUSTOMER::USER0882,PAYMENT::PAY_00494,payment
CUSTOMER::USER0882,IP::10.106.39.1,ip
CUSTOMER::USER0580,DEVICE::DEV_00495,device
CUSTOMER::USER0580,ADDRESS::ADDR_00495,address
CUSTOMER::USER0580,PAYMENT::PAY_00495,payment
CUSTOMER::USER0580,IP::10.74.29.106,ip
CUSTOMER::USER0423,DEVICE::DEV_00496,device
CUSTOMER::USER0423,ADDRESS::ADDR_00496,address
CUSTOMER::USER0423,PAYMENT::PAY_00496,payment
CUSTOMER::USER0423,IP::10.220.42.1,ip
CUSTOMER::USER1820,DEVICE::DEV_00497,device
CUSTOMER::USER1820,ADDRESS::ADDR_00497,address
CUSTOMER::USER1820,PAYMENT::PAY_00497,payment
CUSTOMER::USER1820,IP::10.29.130.70,ip
CUSTOMER::USER0811,DEVICE::DEV_00498,device
CUSTOMER::USER0811,ADDRESS::ADDR_00498,address
CUSTOMER::USER0811,PAYMENT::PAY_00498,payment
CUSTOMER::USER0811,IP::10.125.8.85,ip
CUSTOMER::USER0598,DEVICE::DEV_00499,device
CUSTOMER::USER0598,ADDRESS::ADDR_00499,address
CUSTOMER::USER0598,PAYMENT::PAY_00499,payment
CUSTOMER::USER0598,IP::10.105.110.140,ip
CUSTOMER::USER0550,DEVICE::DEV_00500,device
CUSTOMER::USER0550,ADDRESS::ADDR_00500,address
CUSTOMER::USER0550,PAYMENT::PAY_00500,payment
CUSTOMER::USER0550,IP::10.199.119.214,ip
CUSTOMER::USER1547,DEVICE::DEV_00501,device
CUSTOMER::USER1547,ADDRESS::ADDR_00501,address
CUSTOMER::USER1547,PAYMENT::PAY_00501,payment
CUSTOMER::USER1547,IP::10.135.67.59,ip
CUSTOMER::USER1860,DEVICE::DEV_00502,device
CUSTOMER::USER1860,ADDRESS::ADDR_00502,address
CUSTOMER::USER1860,PAYMENT::PAY_00502,payment
CUSTOMER::USER1860,IP::10.82.152.62,ip
CUSTOMER::USER0859,DEVICE::DEV_00503,device
CUSTOMER::USER0859,ADDRESS::ADDR_00503,address
CUSTOMER::USER0859,PAYMENT::PAY_00503,payment
CUSTOMER::USER0859,IP::10.233.122.220,ip
CUSTOMER::USER1039,DEVICE::DEV_00504,device
CUSTOMER::USER1039,ADDRESS::ADDR_00504,address
CUSTOMER::USER1039,PAYMENT::PAY_00504,payment
CUSTOMER::USER1039,IP::10.174.85.58,ip
CUSTOMER::USER0476,DEVICE::DEV_00505,device
CUSTOMER::USER0476,ADDRESS::ADDR_00505,address
CUSTOMER::USER0476,PAYMENT::PAY_00505,payment
CUSTOMER::USER0476,IP::10.189.85.63,ip
CUSTOMER::USER1919,DEVICE::DEV_00506,device
CUSTOMER::USER1919,ADDRESS::ADDR_00506,address
CUSTOMER::USER1919,PAYMENT::PAY_00506,payment
CUSTOMER::USER1919,IP::10.237.123.13,ip
CUSTOMER::USER1739,DEVICE::ABUSE_DEV_010,device
CUSTOMER::USER1739,ADDRESS::ABUSE_ADDR_010,address
CUSTOMER::USER1739,PAYMENT::PAY_00507,payment
CUSTOMER::USER1739,IP::10.126.118.220,ip
DEVICE::ABUSE_DEV_010,CUSTOMER::USER0829,device
DEVICE::ABUSE_DEV_010,CUSTOMER::USER0950,device
ADDRESS::ABUSE_ADDR_010,CUSTOMER::USER0829,address
CUSTOMER::USER0270,DEVICE::DEV_00508,device
CUSTOMER::USER0270,ADDRESS::ADDR_00508,address
CUSTOMER::USER0270,PAYMENT::PAY_00508,payment
CUSTOMER::USER0270,IP::10.181.49.39,ip
CUSTOMER::USER1955,DEVICE::DEV_00509,device
CUSTOMER::USER1955,ADDRESS::ADDR_00509,address
CUSTOMER::USER1955,PAYMENT::PAY_00509,payment
CUSTOMER::USER1955,IP::10.154.13.82,ip
CUSTOMER::USER1749,DEVICE::DEV_00510,device
CUSTOMER::USER1749,ADDRESS::ADDR_00510,address
CUSTOMER::USER1749,PAYMENT::PAY_00510,payment
CUSTOMER::USER1749,IP::10.36.6.234,ip
CUSTOMER::USER1641,DEVICE::DEV_00511,device
CUSTOMER::USER1641,ADDRESS::ADDR_00511,address
CUSTOMER::USER1641,PAYMENT::PAY_00511,payment
CUSTOMER::USER1641,IP::10.23.3.237,ip
CUSTOMER::USER1359,DEVICE::DEV_00512,device
CUSTOMER::USER1359,ADDRESS::ADDR_00512,address
CUSTOMER::USER1359,PAYMENT::PAY_00512,payment
CUSTOMER::USER1359,IP::10.48.208.8,ip
CUSTOMER::USER0279,DEVICE::DEV_00513,device
CUSTOMER::USER0279,ADDRESS::ADDR_00513,address
CUSTOMER::USER0279,PAYMENT::PAY_00513,payment
CUSTOMER::USER0279,IP::10.40.29.180,ip
CUSTOMER::USER1223,DEVICE::DEV_00514,device
CUSTOMER::USER1223,ADDRESS::ADDR_00514,address
CUSTOMER::USER1223,PAYMENT::PAY_00514,payment
CUSTOMER::USER1223,IP::10.158.121.62,ip
CUSTOMER::USER1444,DEVICE::DEV_00515,device
CUSTOMER::USER1444,ADDRESS::ADDR_00515,address
CUSTOMER::USER1444,PAYMENT::PAY_00515,payment
CUSTOMER::USER1444,IP::10.23.145.59,ip
CUSTOMER::USER1511,DEVICE::DEV_00516,device
CUSTOMER::USER1511,ADDRESS::ADDR_00516,address
CUSTOMER::USER1511,PAYMENT::PAY_00516,payment
CUSTOMER::USER1511,IP::10.150.175.216,ip
CUSTOMER::USER0611,DEVICE::DEV_00517,device
CUSTOMER::USER0611,ADDRESS::ADDR_00517,address
CUSTOMER::USER0611,PAYMENT::PAY_00517,payment
CUSTOMER::USER0611,IP::10.126.2.72,ip
CUSTOMER::USER0271,DEVICE::DEV_00518,device
CUSTOMER::USER0271,ADDRESS::ADDR_00518,address
CUSTOMER::USER0271,PAYMENT::PAY_00518,payment
CUSTOMER::USER0271,IP::10.217.136.158,ip
CUSTOMER::USER0703,DEVICE::DEV_00519,device
CUSTOMER::USER0703,ADDRESS::ADDR_00519,address
CUSTOMER::USER0703,PAYMENT::PAY_00519,payment
CUSTOMER::USER0703,IP::10.117.42.228,ip
CUSTOMER::USER1445,DEVICE::DEV_00520,device
CUSTOMER::USER1445,ADDRESS::ADDR_00520,address
CUSTOMER::USER1445,PAYMENT::PAY_00520,payment
CUSTOMER::USER1445,IP::10.197.253.218,ip
CUSTOMER::USER0932,DEVICE::DEV_00521,device
CUSTOMER::USER0932,ADDRESS::ADDR_00521,address
CUSTOMER::USER0932,PAYMENT::PAY_00521,payment
CUSTOMER::USER0932,IP::10.74.65.64,ip
CUSTOMER::USER1046,DEVICE::DEV_00522,device
CUSTOMER::USER1046,ADDRESS::ADDR_00522,address
CUSTOMER::USER1046,PAYMENT::PAY_00522,payment
CUSTOMER::USER1046,IP::10.234.142.116,ip
CUSTOMER::USER0907,DEVICE::DEV_00523,device
CUSTOMER::USER0907,ADDRESS::ADDR_00523,address
CUSTOMER::USER0907,PAYMENT::PAY_00523,payment
CUSTOMER::USER0907,IP::10.246.154.231,ip
CUSTOMER::USER1528,DEVICE::DEV_00524,device
CUSTOMER::USER1528,ADDRESS::ADDR_00524,address
CUSTOMER::USER1528,PAYMENT::PAY_00524,payment
CUSTOMER::USER1528,IP::10.251.21.92,ip
CUSTOMER::USER1596,DEVICE::DEV_00525,device
CUSTOMER::USER1596,ADDRESS::ADDR_00525,address
CUSTOMER::USER1596,PAYMENT::PAY_00525,payment
CUSTOMER::USER1596,IP::10.187.207.38,ip
CUSTOMER::USER1550,DEVICE::DEV_00526,device
CUSTOMER::USER1550,ADDRESS::ADDR_00526,address
CUSTOMER::USER1550,PAYMENT::PAY_00526,payment
CUSTOMER::USER1550,IP::10.81.140.204,ip
CUSTOMER::USER1266,DEVICE::DEV_00527,device
CUSTOMER::USER1266,ADDRESS::ADDR_00527,address
CUSTOMER::USER1266,PAYMENT::PAY_00527,payment
CUSTOMER::USER1266,IP::10.29.153.76,ip
CUSTOMER::USER0891,DEVICE::DEV_00528,device
CUSTOMER::USER0891,ADDRESS::ADDR_00528,address
CUSTOMER::USER0891,PAYMENT::PAY_00528,payment
CUSTOMER::USER0891,IP::10.55.131.106,ip
CUSTOMER::USER0204,DEVICE::DEV_00529,device
CUSTOMER::USER0204,ADDRESS::ADDR_00529,address
CUSTOMER::USER0204,PAYMENT::PAY_00529,payment
CUSTOMER::USER0204,IP::10.162.81.210,ip
CUSTOMER::USER1459,DEVICE::DEV_00530,device
CUSTOMER::USER1459,ADDRESS::ADDR_00530,address
CUSTOMER::USER1459,PAYMENT::PAY_00530,payment
CUSTOMER::USER1459,IP::10.20.219.8,ip
CUSTOMER::USER0910,DEVICE::DEV_00531,device
CUSTOMER::USER0910,ADDRESS::ADDR_00531,address
CUSTOMER::USER0910,PAYMENT::PAY_00531,payment
CUSTOMER::USER0910,IP::10.187.89.98,ip
CUSTOMER::USER1400,DEVICE::DEV_00532,device
CUSTOMER::USER1400,ADDRESS::ADDR_00532,address
CUSTOMER::USER1400,PAYMENT::PAY_00532,payment
CUSTOMER::USER1400,IP::10.5.179.43,ip
CUSTOMER::USER0780,DEVICE::DEV_00533,device
CUSTOMER::USER0780,ADDRESS::ADDR_00533,address
CUSTOMER::USER0780,PAYMENT::PAY_00533,payment
CUSTOMER::USER0780,IP::10.168.185.215,ip
CUSTOMER::USER0633,DEVICE::DEV_00534,device
CUSTOMER::USER0633,ADDRESS::ADDR_00534,address
CUSTOMER::USER0633,PAYMENT::PAY_00534,payment
CUSTOMER::USER0633,IP::10.180.77.188,ip
CUSTOMER::USER0894,DEVICE::DEV_00535,device
CUSTOMER::USER0894,ADDRESS::ADDR_00535,address
CUSTOMER::USER0894,PAYMENT::PAY_00535,payment
CUSTOMER::USER0894,IP::10.210.81.32,ip
CUSTOMER::USER0185,DEVICE::DEV_00536,device
CUSTOMER::USER0185,ADDRESS::ADDR_00536,address
CUSTOMER::USER0185,PAYMENT::PAY_00536,payment
CUSTOMER::USER0185,IP::10.227.38.151,ip
CUSTOMER::USER1023,DEVICE::DEV_00537,device
CUSTOMER::USER1023,ADDRESS::ADDR_00537,address
CUSTOMER::USER1023,PAYMENT::PAY_00537,payment
CUSTOMER::USER1023,IP::10.61.33.198,ip
CUSTOMER::USER0068,DEVICE::DEV_00538,device
CUSTOMER::USER0068,ADDRESS::ADDR_00538,address
CUSTOMER::USER0068,PAYMENT::PAY_00538,payment
CUSTOMER::USER0068,IP::10.37.171.177,ip
CUSTOMER::USER1292,DEVICE::DEV_00539,device
CUSTOMER::USER1292,ADDRESS::ADDR_00539,address
CUSTOMER::USER1292,PAYMENT::PAY_00539,payment
CUSTOMER::USER1292,IP::10.16.44.202,ip
CUSTOMER::USER1197,DEVICE::DEV_00540,device
CUSTOMER::USER1197,ADDRESS::ADDR_00540,address
CUSTOMER::USER1197,PAYMENT::PAY_00540,payment
CUSTOMER::USER1197,IP::10.129.31.252,ip
CUSTOMER::USER1621,DEVICE::DEV_00541,device
CUSTOMER::USER1621,ADDRESS::ADDR_00541,address
CUSTOMER::USER1621,PAYMENT::PAY_00541,payment
CUSTOMER::USER1621,IP::10.68.2.235,ip
CUSTOMER::USER1989,DEVICE::DEV_00542,device
CUSTOMER::USER1989,ADDRESS::ADDR_00542,address
CUSTOMER::USER1989,PAYMENT::PAY_00542,payment
CUSTOMER::USER1989,IP::10.5.141.253,ip
CUSTOMER::USER1676,DEVICE::DEV_00543,device
CUSTOMER::USER1676,ADDRESS::ADDR_00543,address
CUSTOMER::USER1676,PAYMENT::PAY_00543,payment
CUSTOMER::USER1676,IP::10.147.149.99,ip
CUSTOMER::USER0399,DEVICE::DEV_00544,device
CUSTOMER::USER0399,ADDRESS::ADDR_00544,address
CUSTOMER::USER0399,PAYMENT::PAY_00544,payment
CUSTOMER::USER0399,IP::10.33.146.228,ip
CUSTOMER::USER1405,DEVICE::DEV_00545,device
CUSTOMER::USER1405,ADDRESS::ADDR_00545,address
CUSTOMER::USER1405,PAYMENT::PAY_00545,payment
CUSTOMER::USER1405,IP::10.24.224.106,ip
CUSTOMER::USER0762,DEVICE::DEV_00546,device
CUSTOMER::USER0762,ADDRESS::ADDR_00546,address
CUSTOMER::USER0762,PAYMENT::PAY_00546,payment
CUSTOMER::USER0762,IP::10.137.43.158,ip
CUSTOMER::USER1016,DEVICE::DEV_00547,device
CUSTOMER::USER1016,ADDRESS::ADDR_00547,address
CUSTOMER::USER1016,PAYMENT::PAY_00547,payment
CUSTOMER::USER1016,IP::10.47.70.184,ip
CUSTOMER::USER1785,DEVICE::DEV_00548,device
CUSTOMER::USER1785,ADDRESS::ADDR_00548,address
CUSTOMER::USER1785,PAYMENT::PAY_00548,payment
CUSTOMER::USER1785,IP::10.13.114.152,ip
CUSTOMER::USER0160,DEVICE::DEV_00549,device
CUSTOMER::USER0160,ADDRESS::ADDR_00549,address
CUSTOMER::USER0160,PAYMENT::PAY_00549,payment
CUSTOMER::USER0160,IP::10.34.75.88,ip
CUSTOMER::USER1581,DEVICE::DEV_00550,device
CUSTOMER::USER1581,ADDRESS::ADDR_00550,address
CUSTOMER::USER1581,PAYMENT::PAY_00550,payment
CUSTOMER::USER1581,IP::10.169.249.213,ip
CUSTOMER::USER0564,DEVICE::DEV_00551,device
CUSTOMER::USER0564,ADDRESS::ADDR_00551,address
CUSTOMER::USER0564,PAYMENT::PAY_00551,payment
CUSTOMER::USER0564,IP::10.49.5.14,ip
CUSTOMER::USER0266,DEVICE::DEV_00552,device
CUSTOMER::USER0266,ADDRESS::ADDR_00552,address
CUSTOMER::USER0266,PAYMENT::PAY_00552,payment
CUSTOMER::USER0266,IP::10.152.40.59,ip
CUSTOMER::USER1007,DEVICE::DEV_00553,device
CUSTOMER::USER1007,ADDRESS::ADDR_00553,address
CUSTOMER::USER1007,PAYMENT::PAY_00553,payment
CUSTOMER::USER1007,IP::10.216.222.214,ip
CUSTOMER::USER1695,DEVICE::DEV_00554,device
CUSTOMER::USER1695,ADDRESS::ADDR_00554,address
CUSTOMER::USER1695,PAYMENT::PAY_00554,payment
CUSTOMER::USER1695,IP::10.65.158.156,ip
CUSTOMER::USER0945,DEVICE::DEV_00555,device
CUSTOMER::USER0945,ADDRESS::ADDR_00555,address
CUSTOMER::USER0945,PAYMENT::PAY_00555,payment
CUSTOMER::USER0945,IP::10.48.141.134,ip
CUSTOMER::USER1803,DEVICE::DEV_00556,device
CUSTOMER::USER1803,ADDRESS::ADDR_00556,address
CUSTOMER::USER1803,PAYMENT::PAY_00556,payment
CUSTOMER::USER1803,IP::10.101.191.173,ip
CUSTOMER::USER1642,DEVICE::DEV_00557,device
CUSTOMER::USER1642,ADDRESS::ADDR_00557,address
CUSTOMER::USER1642,PAYMENT::PAY_00557,payment
CUSTOMER::USER1642,IP::10.136.185.194,ip
CUSTOMER::USER1856,DEVICE::DEV_00558,device
CUSTOMER::USER1856,ADDRESS::ADDR_00558,address
CUSTOMER::USER1856,PAYMENT::PAY_00558,payment
CUSTOMER::USER1856,IP::10.145.68.193,ip
CUSTOMER::USER0150,DEVICE::DEV_00559,device
CUSTOMER::USER0150,ADDRESS::ADDR_00559,address
CUSTOMER::USER0150,PAYMENT::PAY_00559,payment
CUSTOMER::USER0150,IP::10.183.250.39,ip
CUSTOMER::USER1196,DEVICE::DEV_00560,device
CUSTOMER::USER1196,ADDRESS::ADDR_00560,address
CUSTOMER::USER1196,PAYMENT::PAY_00560,payment
CUSTOMER::USER1196,IP::10.107.235.131,ip
CUSTOMER::USER0689,DEVICE::DEV_00561,device
CUSTOMER::USER0689,ADDRESS::ADDR_00561,address
CUSTOMER::USER0689,PAYMENT::PAY_00561,payment
CUSTOMER::USER0689,IP::10.240.4.9,ip
CUSTOMER::USER0839,DEVICE::DEV_00562,device
CUSTOMER::USER0839,ADDRESS::ADDR_00562,address
CUSTOMER::USER0839,PAYMENT::PAY_00562,payment
CUSTOMER::USER0839,IP::10.203.92.133,ip
CUSTOMER::USER1886,DEVICE::DEV_00563,device
CUSTOMER::USER1886,ADDRESS::ADDR_00563,address
CUSTOMER::USER1886,PAYMENT::PAY_00563,payment
CUSTOMER::USER1886,IP::10.109.104.239,ip
CUSTOMER::USER0985,DEVICE::DEV_00564,device
CUSTOMER::USER0985,ADDRESS::ADDR_00564,address
CUSTOMER::USER0985,PAYMENT::PAY_00564,payment
CUSTOMER::USER0985,IP::10.24.197.226,ip
CUSTOMER::USER1190,DEVICE::DEV_00565,device
CUSTOMER::USER1190,ADDRESS::ADDR_00565,address
CUSTOMER::USER1190,PAYMENT::PAY_00565,payment
CUSTOMER::USER1190,IP::10.167.101.41,ip
CUSTOMER::USER0628,DEVICE::DEV_00566,device
CUSTOMER::USER0628,ADDRESS::ADDR_00566,address
CUSTOMER::USER0628,PAYMENT::PAY_00566,payment
CUSTOMER::USER0628,IP::10.174.120.38,ip
CUSTOMER::USER0736,DEVICE::DEV_00567,device
CUSTOMER::USER0736,ADDRESS::ADDR_00567,address
CUSTOMER::USER0736,PAYMENT::PAY_00567,payment
CUSTOMER::USER0736,IP::10.92.245.68,ip
CUSTOMER::USER0125,DEVICE::DEV_00568,device
CUSTOMER::USER0125,ADDRESS::ADDR_00568,address
CUSTOMER::USER0125,PAYMENT::PAY_00568,payment
CUSTOMER::USER0125,IP::10.46.174.51,ip
CUSTOMER::USER1640,DEVICE::DEV_00569,device
CUSTOMER::USER1640,ADDRESS::ADDR_00569,address
CUSTOMER::USER1640,PAYMENT::PAY_00569,payment
CUSTOMER::USER1640,IP::10.234.219.250,ip
CUSTOMER::USER1212,DEVICE::DEV_00570,device
CUSTOMER::USER1212,ADDRESS::ADDR_00570,address
CUSTOMER::USER1212,PAYMENT::PAY_00570,payment
CUSTOMER::USER1212,IP::10.232.62.54,ip
CUSTOMER::USER0331,DEVICE::DEV_00571,device
CUSTOMER::USER0331,ADDRESS::ADDR_00571,address
CUSTOMER::USER0331,PAYMENT::PAY_00571,payment
CUSTOMER::USER0331,IP::10.88.120.224,ip
CUSTOMER::USER1562,DEVICE::DEV_00572,device
CUSTOMER::USER1562,ADDRESS::ADDR_00572,address
CUSTOMER::USER1562,PAYMENT::PAY_00572,payment
CUSTOMER::USER1562,IP::10.187.164.224,ip
CUSTOMER::USER1617,DEVICE::DEV_00573,device
CUSTOMER::USER1617,ADDRESS::ADDR_00573,address
CUSTOMER::USER1617,PAYMENT::PAY_00573,payment
CUSTOMER::USER1617,IP::10.165.97.105,ip
CUSTOMER::USER0656,DEVICE::DEV_00574,device
CUSTOMER::USER0656,ADDRESS::ADDR_00574,address
CUSTOMER::USER0656,PAYMENT::PAY_00574,payment
CUSTOMER::USER0656,IP::10.132.23.189,ip
CUSTOMER::USER0011,DEVICE::DEV_00575,device
CUSTOMER::USER0011,ADDRESS::ADDR_00575,address
CUSTOMER::USER0011,PAYMENT::PAY_00575,payment
CUSTOMER::USER0011,IP::10.166.186.136,ip
CUSTOMER::USER0301,DEVICE::DEV_00576,device
CUSTOMER::USER0301,ADDRESS::ADDR_00576,address
CUSTOMER::USER0301,PAYMENT::PAY_00576,payment
CUSTOMER::USER0301,IP::10.199.242.145,ip
CUSTOMER::USER0951,DEVICE::DEV_00577,device
CUSTOMER::USER0951,ADDRESS::ADDR_00577,address
CUSTOMER::USER0951,PAYMENT::PAY_00577,payment
CUSTOMER::USER0951,IP::10.113.27.198,ip
CUSTOMER::USER1504,DEVICE::DEV_00578,device
CUSTOMER::USER1504,ADDRESS::ADDR_00578,address
CUSTOMER::USER1504,PAYMENT::PAY_00578,payment
CUSTOMER::USER1504,IP::10.230.178.220,ip
CUSTOMER::USER0432,DEVICE::DEV_00579,device
CUSTOMER::USER0432,ADDRESS::ADDR_00579,address
CUSTOMER::USER0432,PAYMENT::PAY_00579,payment
CUSTOMER::USER0432,IP::10.219.203.128,ip
CUSTOMER::USER0251,DEVICE::DEV_00580,device
CUSTOMER::USER0251,ADDRESS::ADDR_00580,address
CUSTOMER::USER0251,PAYMENT::PAY_00580,payment
CUSTOMER::USER0251,IP::10.26.1.52,ip
CUSTOMER::USER0078,DEVICE::DEV_00581,device
CUSTOMER::USER0078,ADDRESS::ADDR_00581,address
CUSTOMER::USER0078,PAYMENT::PAY_00581,payment
CUSTOMER::USER0078,IP::10.110.189.116,ip
CUSTOMER::USER0390,DEVICE::DEV_00582,device
CUSTOMER::USER0390,ADDRESS::ADDR_00582,address
CUSTOMER::USER0390,PAYMENT::PAY_00582,payment
CUSTOMER::USER0390,IP::10.6.54.249,ip
CUSTOMER::USER0190,DEVICE::DEV_00583,device
CUSTOMER::USER0190,ADDRESS::ADDR_00583,address
CUSTOMER::USER0190,PAYMENT::PAY_00583,payment
CUSTOMER::USER0190,IP::10.251.96.205,ip
CUSTOMER::USER0060,DEVICE::DEV_00584,device
CUSTOMER::USER0060,ADDRESS::ADDR_00584,address
CUSTOMER::USER0060,PAYMENT::PAY_00584,payment
CUSTOMER::USER0060,IP::10.183.237.226,ip
CUSTOMER::USER0661,DEVICE::DEV_00585,device
CUSTOMER::USER0661,ADDRESS::ADDR_00585,address
CUSTOMER::USER0661,PAYMENT::PAY_00585,payment
CUSTOMER::USER0661,IP::10.160.101.160,ip
CUSTOMER::USER0962,DEVICE::DEV_00586,device
CUSTOMER::USER0962,ADDRESS::ADDR_00586,address
CUSTOMER::USER0962,PAYMENT::PAY_00586,payment
CUSTOMER::USER0962,IP::10.82.89.155,ip
CUSTOMER::USER1684,DEVICE::DEV_00587,device
CUSTOMER::USER1684,ADDRESS::ADDR_00587,address
CUSTOMER::USER1684,PAYMENT::PAY_00587,payment
CUSTOMER::USER1684,IP::10.146.148.98,ip
CUSTOMER::USER0571,DEVICE::DEV_00588,device
CUSTOMER::USER0571,ADDRESS::ADDR_00588,address
CUSTOMER::USER0571,PAYMENT::PAY_00588,payment
CUSTOMER::USER0571,IP::10.104.3.153,ip
